"","gene_id","gene_name","seq_name","gene_biotype","description"
"12073","ENSMUSG00000021193","Pitrm1","13","protein_coding","pitrilysin metallepetidase 1 [Source:MGI Symbol;Acc:MGI:1916867]"
"12074","ENSMUSG00000021196","Pfkp","13","protein_coding","phosphofructokinase, platelet [Source:MGI Symbol;Acc:MGI:1891833]"
"12075","ENSMUSG00000068324","Gm10029","13","processed_pseudogene","predicted gene 10029 [Source:MGI Symbol;Acc:MGI:3641706]"
"12076","ENSMUSG00000113545","Gm48238","13","processed_pseudogene","predicted gene, 48238 [Source:MGI Symbol;Acc:MGI:6097648]"
"12077","ENSMUSG00000113932","2900024D18Rik","13","TEC","RIKEN cDNA 2900024D18 gene [Source:MGI Symbol;Acc:MGI:1920105]"
"12078","ENSMUSG00000114017","Gm40662","13","lncRNA","predicted gene, 40662 [Source:MGI Symbol;Acc:MGI:5623547]"
"12079","ENSMUSG00002076310","Gm55058","13","miRNA","predicted gene, 55058 [Source:MGI Symbol;Acc:MGI:6846590]"
"12080","ENSMUSG00000113241","Gm40663","13","lncRNA","predicted gene, 40663 [Source:MGI Symbol;Acc:MGI:5623548]"
"12081","ENSMUSG00000113112","Gm8725","13","processed_pseudogene","predicted gene 8725 [Source:MGI Symbol;Acc:MGI:3644571]"
"12082","ENSMUSG00000113225","Gm36074","13","lncRNA","predicted gene, 36074 [Source:MGI Symbol;Acc:MGI:5595233]"
"12083","ENSMUSG00000112939","Gm48251","13","processed_pseudogene","predicted gene, 48251 [Source:MGI Symbol;Acc:MGI:6097665]"
"12084","ENSMUSG00000113828","Gm48252","13","unprocessed_pseudogene","predicted gene, 48252 [Source:MGI Symbol;Acc:MGI:6097666]"
"12085","ENSMUSG00000113316","Gm48253","13","TEC","predicted gene, 48253 [Source:MGI Symbol;Acc:MGI:6097667]"
"12086","ENSMUSG00000121685","","13","lncRNA","novel transcript"
"12087","ENSMUSG00000113508","Gm9742","13","transcribed_processed_pseudogene","predicted gene 9742 [Source:MGI Symbol;Acc:MGI:3780137]"
"12088","ENSMUSG00000113412","Gm5191","13","processed_pseudogene","predicted gene 5191 [Source:MGI Symbol;Acc:MGI:3646226]"
"12089","ENSMUSG00000114126","Gm48257","13","lncRNA","predicted gene, 48257 [Source:MGI Symbol;Acc:MGI:6097673]"
"12090","ENSMUSG00000052551","Adarb2","13","protein_coding","adenosine deaminase, RNA-specific, B2 [Source:MGI Symbol;Acc:MGI:2151118]"
"12091","ENSMUSG00000113810","Gm48259","13","TEC","predicted gene, 48259 [Source:MGI Symbol;Acc:MGI:6097676]"
"12092","ENSMUSG00000113073","Gm48261","13","TEC","predicted gene, 48261 [Source:MGI Symbol;Acc:MGI:6097679]"
"12093","ENSMUSG00000072421","Gm10357","13","processed_pseudogene","predicted gene 10357 [Source:MGI Symbol;Acc:MGI:3641865]"
"12094","ENSMUSG00000113978","Gm48260","13","processed_pseudogene","predicted gene, 48260 [Source:MGI Symbol;Acc:MGI:6097678]"
"12095","ENSMUSG00000113742","Gm48262","13","TEC","predicted gene, 48262 [Source:MGI Symbol;Acc:MGI:6097681]"
"12096","ENSMUSG00000113391","Gm48327","13","TEC","predicted gene, 48327 [Source:MGI Symbol;Acc:MGI:6097782]"
"12097","ENSMUSG00000021147","Wdr37","13","protein_coding","WD repeat domain 37 [Source:MGI Symbol;Acc:MGI:1920393]"
"12098","ENSMUSG00000114094","Gm48375","13","TEC","predicted gene, 48375 [Source:MGI Symbol;Acc:MGI:6097851]"
"12099","ENSMUSG00000113589","Gm48374","13","TEC","predicted gene, 48374 [Source:MGI Symbol;Acc:MGI:6097849]"
"12100","ENSMUSG00000113245","Gm48574","13","TEC","predicted gene, 48574 [Source:MGI Symbol;Acc:MGI:6098139]"
"12101","ENSMUSG00000058258","Idi1","13","protein_coding","isopentenyl-diphosphate delta isomerase [Source:MGI Symbol;Acc:MGI:2442264]"
"12102","ENSMUSG00002075315","Gm55101","13","miRNA","predicted gene, 55101 [Source:MGI Symbol;Acc:MGI:6846676]"
"12103","ENSMUSG00000061988","Rpl10a-ps2","13","processed_pseudogene","ribosomal protein L10A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3646227]"
"12104","ENSMUSG00000021148","Idi2l","13","protein_coding","isopentenyl-diphosphate delta isomerase 2 like [Source:MGI Symbol;Acc:MGI:3704398]"
"12105","ENSMUSG00000077484","Gm25274","13","snoRNA","predicted gene, 25274 [Source:MGI Symbol;Acc:MGI:5455051]"
"12106","ENSMUSG00000118925","Gm22115","13","snoRNA","predicted gene, 22115 [Source:MGI Symbol;Acc:MGI:5451892]"
"12107","ENSMUSG00000033520","Idi2","13","protein_coding","isopentenyl-diphosphate delta isomerase 2 [Source:MGI Symbol;Acc:MGI:2444315]"
"12108","ENSMUSG00000119737","Gm23923","13","snoRNA","predicted gene, 23923 [Source:MGI Symbol;Acc:MGI:5453700]"
"12109","ENSMUSG00000021149","Gtpbp4","13","protein_coding","GTP binding protein 4 [Source:MGI Symbol;Acc:MGI:1916487]"
"12110","ENSMUSG00000113466","Gm48649","13","unprocessed_pseudogene","predicted gene, 48649 [Source:MGI Symbol;Acc:MGI:6098258]"
"12111","ENSMUSG00000113731","Gm48650","13","processed_pseudogene","predicted gene, 48650 [Source:MGI Symbol;Acc:MGI:6098259]"
"12112","ENSMUSG00000113543","Gm36264","13","lncRNA","predicted gene, 36264 [Source:MGI Symbol;Acc:MGI:5595423]"
"12113","ENSMUSG00000033499","Larp4b","13","protein_coding","La ribonucleoprotein 4B [Source:MGI Symbol;Acc:MGI:106330]"
"12114","ENSMUSG00002076052","Gm55164","13","misc_RNA","predicted gene, 55164 [Source:MGI Symbol;Acc:MGI:6846801]"
"12115","ENSMUSG00000120803","A130023E24Rik","13","lncRNA","RIKEN cDNA A130023E24 gene [Source:MGI Symbol;Acc:MGI:3045272]"
"12116","ENSMUSG00000099428","Gm28155","13","processed_pseudogene","predicted gene 28155 [Source:MGI Symbol;Acc:MGI:5578861]"
"12117","ENSMUSG00000113936","Gm8784","13","processed_pseudogene","predicted gene 8784 [Source:MGI Symbol;Acc:MGI:3646031]"
"12118","ENSMUSG00000113455","Gm48825","13","lncRNA","predicted gene, 48825 [Source:MGI Symbol;Acc:MGI:6098546]"
"12119","ENSMUSG00000113755","Gm46391","13","processed_pseudogene","predicted gene, 46391 [Source:MGI Symbol;Acc:MGI:5826028]"
"12120","ENSMUSG00000048264","Dip2c","13","protein_coding","disco interacting protein 2 homolog C [Source:MGI Symbol;Acc:MGI:1920179]"
"12121","ENSMUSG00000113922","Gm48887","13","TEC","predicted gene, 48887 [Source:MGI Symbol;Acc:MGI:6098646]"
"12122","ENSMUSG00000113984","Gm48890","13","TEC","predicted gene, 48890 [Source:MGI Symbol;Acc:MGI:6098652]"
"12123","ENSMUSG00000113065","Gm48870","13","TEC","predicted gene, 48870 [Source:MGI Symbol;Acc:MGI:6098616]"
"12124","ENSMUSG00000113869","Gm48869","13","processed_pseudogene","predicted gene, 48869 [Source:MGI Symbol;Acc:MGI:6098615]"
"12125","ENSMUSG00000112955","Gm48889","13","TEC","predicted gene, 48889 [Source:MGI Symbol;Acc:MGI:6098650]"
"12126","ENSMUSG00000112948","Gm48871","13","TEC","predicted gene, 48871 [Source:MGI Symbol;Acc:MGI:6098618]"
"12127","ENSMUSG00000113905","Gm48872","13","TEC","predicted gene, 48872 [Source:MGI Symbol;Acc:MGI:6098620]"
"12128","ENSMUSG00002075359","Gm55205","13","misc_RNA","predicted gene, 55205 [Source:MGI Symbol;Acc:MGI:6846883]"
"12129","ENSMUSG00000113355","Gm48888","13","TEC","predicted gene, 48888 [Source:MGI Symbol;Acc:MGI:6098648]"
"12130","ENSMUSG00000114138","Gm36423","13","lncRNA","predicted gene, 36423 [Source:MGI Symbol;Acc:MGI:5595582]"
"12131","ENSMUSG00000021156","Zmynd11","13","protein_coding","zinc finger, MYND domain containing 11 [Source:MGI Symbol;Acc:MGI:1913755]"
"12132","ENSMUSG00000113885","Gm47802","13","lncRNA","predicted gene, 47802 [Source:MGI Symbol;Acc:MGI:6096981]"
"12133","ENSMUSG00000113650","Gm47826","13","TEC","predicted gene, 47826 [Source:MGI Symbol;Acc:MGI:6097020]"
"12134","ENSMUSG00000113754","Gm47401","13","processed_pseudogene","predicted gene, 47401 [Source:MGI Symbol;Acc:MGI:6096330]"
"12135","ENSMUSG00002075551","Gm55276","13","miRNA","predicted gene, 55276 [Source:MGI Symbol;Acc:MGI:6847023]"
"12136","ENSMUSG00000046159","Chrm3","13","protein_coding","cholinergic receptor, muscarinic 3, cardiac [Source:MGI Symbol;Acc:MGI:88398]"
"12137","ENSMUSG00000113146","Gm47406","13","processed_pseudogene","predicted gene, 47406 [Source:MGI Symbol;Acc:MGI:6096338]"
"12138","ENSMUSG00000113502","Gm47411","13","TEC","predicted gene, 47411 [Source:MGI Symbol;Acc:MGI:6096346]"
"12139","ENSMUSG00000113680","Gm47405","13","lncRNA","predicted gene, 47405 [Source:MGI Symbol;Acc:MGI:6096336]"
"12140","ENSMUSG00000113695","9330159N22Rik","13","TEC","RIKEN cDNA 9330159N22 gene [Source:MGI Symbol;Acc:MGI:1924453]"
"12141","ENSMUSG00000113261","Gm47404","13","lncRNA","predicted gene, 47404 [Source:MGI Symbol;Acc:MGI:6096334]"
"12142","ENSMUSG00000097009","Gm26861","13","lncRNA","predicted gene, 26861 [Source:MGI Symbol;Acc:MGI:5477355]"
"12143","ENSMUSG00000113758","Gm47407","13","lncRNA","predicted gene, 47407 [Source:MGI Symbol;Acc:MGI:6096339]"
"12144","ENSMUSG00000113243","Gm36525","13","lncRNA","predicted gene, 36525 [Source:MGI Symbol;Acc:MGI:5595684]"
"12145","ENSMUSG00002075343","Gm55285","13","miRNA","predicted gene, 55285 [Source:MGI Symbol;Acc:MGI:6847041]"
"12146","ENSMUSG00000114134","Gm47408","13","lncRNA","predicted gene, 47408 [Source:MGI Symbol;Acc:MGI:6096341]"
"12147","ENSMUSG00000113673","Gm47486","13","lncRNA","predicted gene, 47486 [Source:MGI Symbol;Acc:MGI:6096464]"
"12148","ENSMUSG00000077618","Gm25496","13","snoRNA","predicted gene, 25496 [Source:MGI Symbol;Acc:MGI:5455273]"
"12149","ENSMUSG00000121372","Zp4-ps","13","lncRNA","zona pellucida glycoprotein 4, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:664793]"
"12150","ENSMUSG00000113593","Zp4-ps","13","transcribed_unprocessed_pseudogene","zona pellucida glycoprotein 4, pseudogene [Source:MGI Symbol;Acc:MGI:3690088]"
"12151","ENSMUSG00000113799","Gm47487","13","TEC","predicted gene, 47487 [Source:MGI Symbol;Acc:MGI:6096466]"
"12152","ENSMUSG00000021313","Ryr2","13","protein_coding","ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]"
"12153","ENSMUSG00000113269","Gm47494","13","TEC","predicted gene, 47494 [Source:MGI Symbol;Acc:MGI:6096476]"
"12154","ENSMUSG00000098110","Gm26956","13","processed_pseudogene","predicted gene, 26956 [Source:MGI Symbol;Acc:MGI:5504071]"
"12155","ENSMUSG00000112947","Gm47493","13","TEC","predicted gene, 47493 [Source:MGI Symbol;Acc:MGI:6096474]"
"12156","ENSMUSG00000113347","Gm47323","13","processed_pseudogene","predicted gene, 47323 [Source:MGI Symbol;Acc:MGI:6096208]"
"12157","ENSMUSG00000113848","Gm16419","13","processed_pseudogene","predicted gene 16419 [Source:MGI Symbol;Acc:MGI:3643012]"
"12158","ENSMUSG00000113789","Gm47322","13","TEC","predicted gene, 47322 [Source:MGI Symbol;Acc:MGI:6096206]"
"12159","ENSMUSG00000021311","Mtr","13","protein_coding","5-methyltetrahydrofolate-homocysteine methyltransferase [Source:MGI Symbol;Acc:MGI:894292]"
"12160","ENSMUSG00000113036","Gm47021","13","processed_pseudogene","predicted gene, 47021 [Source:MGI Symbol;Acc:MGI:6095708]"
"12161","ENSMUSG00000052374","Actn2","13","protein_coding","actinin alpha 2 [Source:MGI Symbol;Acc:MGI:109192]"
"12162","ENSMUSG00000094185","Gm5445","13","processed_pseudogene","predicted gene 5445 [Source:MGI Symbol;Acc:MGI:3644181]"
"12163","ENSMUSG00000050244","Heatr1","13","protein_coding","HEAT repeat containing 1 [Source:MGI Symbol;Acc:MGI:2442524]"
"12164","ENSMUSG00000113931","Gm5928","13","processed_pseudogene","predicted gene 5928 [Source:MGI Symbol;Acc:MGI:3646762]"
"12165","ENSMUSG00000057554","Lgals8","13","protein_coding","lectin, galactose binding, soluble 8 [Source:MGI Symbol;Acc:MGI:1928481]"
"12166","ENSMUSG00000095105","Edaradd","13","protein_coding","EDAR (ectodysplasin-A receptor)-associated death domain [Source:MGI Symbol;Acc:MGI:1931001]"
"12167","ENSMUSG00000114115","Gm30239","13","lncRNA","predicted gene, 30239 [Source:MGI Symbol;Acc:MGI:5589398]"
"12168","ENSMUSG00000057069","Ero1b","13","protein_coding","endoplasmic reticulum oxidoreductase 1 beta [Source:MGI Symbol;Acc:MGI:1914725]"
"12169","ENSMUSG00000119770","Gm25483","13","snoRNA","predicted gene, 25483 [Source:MGI Symbol;Acc:MGI:5455260]"
"12170","ENSMUSG00000121485","","13","lncRNA","novel transcript"
"12171","ENSMUSG00000097715","Gpr137b-ps","13","transcribed_unprocessed_pseudogene","G protein-coupled receptor 137B, pseudogene [Source:MGI Symbol;Acc:MGI:3710533]"
"12172","ENSMUSG00002076119","Gm55394","13","misc_RNA","predicted gene, 55394 [Source:MGI Symbol;Acc:MGI:6847259]"
"12173","ENSMUSG00000113021","Gm48440","13","processed_pseudogene","predicted gene, 48440 [Source:MGI Symbol;Acc:MGI:6097948]"
"12174","ENSMUSG00000113308","Gm48445","13","processed_pseudogene","predicted gene, 48445 [Source:MGI Symbol;Acc:MGI:6097956]"
"12175","ENSMUSG00000113996","Gm48455","13","processed_pseudogene","predicted gene, 48455 [Source:MGI Symbol;Acc:MGI:6097969]"
"12176","ENSMUSG00000113148","Gm48456","13","processed_pseudogene","predicted gene, 48456 [Source:MGI Symbol;Acc:MGI:6097970]"
"12177","ENSMUSG00000113914","Gm48458","13","processed_pseudogene","predicted gene, 48458 [Source:MGI Symbol;Acc:MGI:6097972]"
"12178","ENSMUSG00000078141","Gm2399","13","unprocessed_pseudogene","predicted gene 2399 [Source:MGI Symbol;Acc:MGI:3780567]"
"12179","ENSMUSG00000113448","Gm7042","13","processed_pseudogene","predicted gene 7042 [Source:MGI Symbol;Acc:MGI:3643634]"
"12180","ENSMUSG00000056457","Prl2c3","13","protein_coding","prolactin family 2, subfamily c, member 3 [Source:MGI Symbol;Acc:MGI:1341833]"
"12182","ENSMUSG00000113053","Gm18262","13","processed_pseudogene","predicted gene, 18262 [Source:MGI Symbol;Acc:MGI:5010447]"
"12183","ENSMUSG00000113117","Gm2544","13","unprocessed_pseudogene","predicted gene 2544 [Source:MGI Symbol;Acc:MGI:3780712]"
"12184","ENSMUSG00000113353","Gm18878","13","processed_pseudogene","predicted gene, 18878 [Source:MGI Symbol;Acc:MGI:5011063]"
"12185","ENSMUSG00000113256","Gm48527","13","processed_pseudogene","predicted gene, 48527 [Source:MGI Symbol;Acc:MGI:6098066]"
"12186","ENSMUSG00000079092","Prl2c2","13","protein_coding","prolactin family 2, subfamily c, member 2 [Source:MGI Symbol;Acc:MGI:97618]"
"12187","ENSMUSG00000113049","Gm48544","13","lncRNA","predicted gene, 48544 [Source:MGI Symbol;Acc:MGI:6098092]"
"12188","ENSMUSG00000113150","Gm18263","13","processed_pseudogene","predicted gene, 18263 [Source:MGI Symbol;Acc:MGI:5010448]"
"12189","ENSMUSG00000113567","Gm32300","13","unprocessed_pseudogene","predicted gene, 32300 [Source:MGI Symbol;Acc:MGI:5591459]"
"12190","ENSMUSG00000113624","Gm18879","13","processed_pseudogene","predicted gene, 18879 [Source:MGI Symbol;Acc:MGI:5011064]"
"12191","ENSMUSG00000113319","Gm9628","13","unprocessed_pseudogene","predicted gene 9628 [Source:MGI Symbol;Acc:MGI:3780036]"
"12192","ENSMUSG00000113675","Gm18259","13","processed_pseudogene","predicted gene, 18259 [Source:MGI Symbol;Acc:MGI:5010444]"
"12193","ENSMUSG00000113908","Gm10811","13","TEC","predicted gene 10811 [Source:MGI Symbol;Acc:MGI:3642757]"
"12194","ENSMUSG00000055360","Prl2c5","13","protein_coding","prolactin family 2, subfamily c, member 5 [Source:MGI Symbol;Acc:MGI:1858413]"
"12195","ENSMUSG00000113221","Gm18880","13","processed_pseudogene","predicted gene, 18880 [Source:MGI Symbol;Acc:MGI:5011065]"
"12196","ENSMUSG00000113371","Gm48588","13","unprocessed_pseudogene","predicted gene, 48588 [Source:MGI Symbol;Acc:MGI:6098160]"
"12197","ENSMUSG00000113729","Gm48589","13","processed_pseudogene","predicted gene, 48589 [Source:MGI Symbol;Acc:MGI:6098161]"
"12198","ENSMUSG00000061724","Gm2423","13","processed_pseudogene","predicted gene 2423 [Source:MGI Symbol;Acc:MGI:3805957]"
"12199","ENSMUSG00000114152","Gm5374","13","transcribed_processed_pseudogene","predicted gene 5374 [Source:MGI Symbol;Acc:MGI:3779486]"
"12200","ENSMUSG00000121705","","13","lncRNA","novel transcript"
"12201","ENSMUSG00000112938","Gm48590","13","processed_pseudogene","predicted gene, 48590 [Source:MGI Symbol;Acc:MGI:6098162]"
"12202","ENSMUSG00002076365","Gm26133","13","snRNA","predicted gene, 26133 [Source:MGI Symbol;Acc:MGI:5455910]"
"12203","ENSMUSG00000113027","Gm7040","13","unprocessed_pseudogene","predicted gene 7040 [Source:MGI Symbol;Acc:MGI:3779654]"
"12204","ENSMUSG00000110123","Gm18562","13","unprocessed_pseudogene","predicted gene, 18562 [Source:MGI Symbol;Acc:MGI:5010747]"
"12205","ENSMUSG00000119542","Gm25804","13","snoRNA","predicted gene, 25804 [Source:MGI Symbol;Acc:MGI:5455581]"
"12206","ENSMUSG00000021306","Gpr137b","13","protein_coding","G protein-coupled receptor 137B [Source:MGI Symbol;Acc:MGI:1891463]"
"12207","ENSMUSG00002074976","Gm55398","13","misc_RNA","predicted gene, 55398 [Source:MGI Symbol;Acc:MGI:6847267]"
"12208","ENSMUSG00000113445","Gm48661","13","processed_pseudogene","predicted gene, 48661 [Source:MGI Symbol;Acc:MGI:6098276]"
"12209","ENSMUSG00000113444","Gm48672","13","processed_pseudogene","predicted gene, 48672 [Source:MGI Symbol;Acc:MGI:6098291]"
"12210","ENSMUSG00000094865","Gm7426","13","processed_pseudogene","predicted gene 7426 [Source:MGI Symbol;Acc:MGI:3647725]"
"12211","ENSMUSG00000005397","Nid1","13","protein_coding","nidogen 1 [Source:MGI Symbol;Acc:MGI:97342]"
"12212","ENSMUSG00000113380","Gm48682","13","lncRNA","predicted gene, 48682 [Source:MGI Symbol;Acc:MGI:6098306]"
"12213","ENSMUSG00000114068","Gm48783","13","TEC","predicted gene, 48783 [Source:MGI Symbol;Acc:MGI:6098481]"
"12214","ENSMUSG00000019726","Lyst","13","protein_coding","lysosomal trafficking regulator [Source:MGI Symbol;Acc:MGI:107448]"
"12215","ENSMUSG00000021303","Gng4","13","protein_coding","guanine nucleotide binding protein (G protein), gamma 4 [Source:MGI Symbol;Acc:MGI:102703]"
"12216","ENSMUSG00002075529","Gm55403","13","misc_RNA","predicted gene, 55403 [Source:MGI Symbol;Acc:MGI:6847277]"
"12217","ENSMUSG00000113493","Gm7441","13","processed_pseudogene","predicted gene 7441 [Source:MGI Symbol;Acc:MGI:3644941]"
"12218","ENSMUSG00000113811","Gm47882","13","lncRNA","predicted gene, 47882 [Source:MGI Symbol;Acc:MGI:6097109]"
"12219","ENSMUSG00000113258","Gm7446","13","processed_pseudogene","predicted gene 7446 [Source:MGI Symbol;Acc:MGI:3644947]"
"12220","ENSMUSG00000114087","Gm7046","13","processed_pseudogene","predicted gene 7046 [Source:MGI Symbol;Acc:MGI:3779656]"
"12221","ENSMUSG00000120790","Gm56578","13","lncRNA","predicted gene, 56578 [Source:MGI Symbol;Acc:MGI:7337070]"
"12222","ENSMUSG00000113310","Gm47884","13","lncRNA","predicted gene, 47884 [Source:MGI Symbol;Acc:MGI:6097112]"
"12223","ENSMUSG00000039242","B3galnt2","13","protein_coding","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2 [Source:MGI Symbol;Acc:MGI:2145517]"
"12224","ENSMUSG00000096192","Gm18856","13","transcribed_processed_pseudogene","predicted gene, 18856 [Source:MGI Symbol;Acc:MGI:5011041]"
"12225","ENSMUSG00000121707","","13","lncRNA","novel transcript"
"12226","ENSMUSG00000039233","Tbce","13","protein_coding","tubulin-specific chaperone E [Source:MGI Symbol;Acc:MGI:1917680]"
"12227","ENSMUSG00000113819","Gm48017","13","processed_pseudogene","predicted gene, 48017 [Source:MGI Symbol;Acc:MGI:6097326]"
"12228","ENSMUSG00000021302","Ggps1","13","protein_coding","geranylgeranyl diphosphate synthase 1 [Source:MGI Symbol;Acc:MGI:1341724]"
"12229","ENSMUSG00000039219","Arid4b","13","protein_coding","AT rich interactive domain 4B (RBP1-like) [Source:MGI Symbol;Acc:MGI:2137512]"
"12230","ENSMUSG00000064653","Gm26129","13","snRNA","predicted gene, 26129 [Source:MGI Symbol;Acc:MGI:5455906]"
"12231","ENSMUSG00002074880","Gm55457","13","rRNA","predicted gene, 55457 [Source:MGI Symbol;Acc:MGI:6847384]"
"12232","ENSMUSG00000113775","Gm48027","13","lncRNA","predicted gene, 48027 [Source:MGI Symbol;Acc:MGI:6097341]"
"12233","ENSMUSG00000113563","Gm2492","13","processed_pseudogene","predicted gene 2492 [Source:MGI Symbol;Acc:MGI:3780659]"
"12234","ENSMUSG00000021301","Hecw1","13","protein_coding","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2444115]"
"12235","ENSMUSG00000113981","Gm47011","13","TEC","predicted gene, 47011 [Source:MGI Symbol;Acc:MGI:6095691]"
"12236","ENSMUSG00000113654","Gm30893","13","lncRNA","predicted gene, 30893 [Source:MGI Symbol;Acc:MGI:5590052]"
"12237","ENSMUSG00000113345","Gm48096","13","processed_pseudogene","predicted gene, 48096 [Source:MGI Symbol;Acc:MGI:6097444]"
"12238","ENSMUSG00000113627","Gm32526","13","processed_pseudogene","predicted gene, 32526 [Source:MGI Symbol;Acc:MGI:5591685]"
